2024-10-06 16:12:00.260 | INFO     | src.utils.logger:setup_logger:13 - Logger initialized
2024-10-06 16:12:00.260 | INFO     | __main__:main:16 - Starting all services...
2024-10-06 16:12:00.265 | INFO     | src.clients.nats_client:connect:20 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:12:00.265 | INFO     | src.clients.nats_client:subscribe:29 - Subscribed to input_guardrail
2024-10-06 16:12:00.266 | INFO     | src.clients.nats_client:connect:20 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:12:00.266 | INFO     | src.clients.nats_client:subscribe:29 - Subscribed to output_guardrail
2024-10-06 16:12:00.266 | INFO     | src.clients.nats_client:connect:20 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:12:00.266 | INFO     | src.clients.nats_client:subscribe:29 - Subscribed to input_guardrail_response
2024-10-06 16:12:00.266 | INFO     | src.clients.nats_client:subscribe:29 - Subscribed to output_guardrail_response
2024-10-06 16:12:00.266 | INFO     | src.services.orchestrator_service:process_user_request:27 - Processing user request: What are the best breeds of dog for people that like cats?
2024-10-06 16:12:00.266 | INFO     | src.clients.nats_client:publish:26 - Published message to input_guardrail
2024-10-06 16:43:03.711 | INFO     | src.utils.logger:setup_logger:15 - Logger initialized
2024-10-06 16:43:03.711 | INFO     | __main__:main:12 - Starting all services...
2024-10-06 16:43:03.711 | INFO     | src.config_loader:load_guardrails:15 - Loading guardrail config from: config/guardrails.yaml
2024-10-06 16:43:03.712 | INFO     | src.config_loader:load_guardrails:15 - Loading guardrail config from: config/guardrails.yaml
2024-10-06 16:43:03.715 | INFO     | src.clients.nats_client:connect:14 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:43:03.715 | INFO     | src.clients.nats_client:subscribe:24 - Subscribed to input_guardrail
2024-10-06 16:43:03.715 | INFO     | src.clients.nats_client:connect:14 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:43:03.715 | INFO     | src.clients.nats_client:subscribe:24 - Subscribed to input_guardrail_response
2024-10-06 16:43:03.715 | INFO     | src.clients.nats_client:subscribe:24 - Subscribed to output_guardrail_response
2024-10-06 16:43:03.715 | INFO     | src.services.orchestrator_service:process_user_request:28 - Processing user request: What are the best breeds of dog for people that like cats?
2024-10-06 16:43:03.715 | INFO     | src.clients.nats_client:publish:20 - Published message to input_guardrail
2024-10-06 16:43:03.715 | INFO     | src.clients.nats_client:connect:14 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:43:03.715 | INFO     | src.clients.nats_client:subscribe:24 - Subscribed to output_guardrail
2024-10-06 16:43:03.716 | INFO     | src.services.input_guardrail_service:handle_input_guardrail_task:20 - Processing input guardrail for: What are the best breeds of dog for people that like cats?
2024-10-06 16:43:03.716 | INFO     | src.guardrails.input_guardrails:run:40 - Running input guardrails
2024-10-06 16:43:03.716 | WARNING  | src.guardrails.input_guardrails:validate_topics:21 - Input does not match allowed topics: What are the best breeds of dog for people that like cats?
2024-10-06 16:43:03.716 | INFO     | src.clients.nats_client:publish:20 - Published message to input_guardrail_response
2024-10-06 16:48:33.019 | INFO     | src.utils.logger:setup_logger:15 - Logger initialized
2024-10-06 16:48:33.019 | INFO     | __main__:main:12 - Starting all services...
2024-10-06 16:48:33.019 | INFO     | src.config_loader:load_guardrails:15 - Loading guardrail config from: config/guardrails.yaml
2024-10-06 16:48:33.020 | INFO     | src.config_loader:load_guardrails:15 - Loading guardrail config from: config/guardrails.yaml
2024-10-06 16:48:33.021 | INFO     | src.clients.nats_client:connect:14 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:48:33.022 | INFO     | src.clients.nats_client:subscribe:24 - Subscribed to input_guardrail
2024-10-06 16:48:33.022 | INFO     | src.clients.nats_client:connect:14 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:48:33.022 | INFO     | src.clients.nats_client:subscribe:24 - Subscribed to output_guardrail
2024-10-06 16:48:33.022 | INFO     | src.clients.nats_client:connect:14 - Connected to NATS at nats://127.0.0.1:4222
2024-10-06 16:48:33.022 | INFO     | src.clients.nats_client:subscribe:24 - Subscribed to input_guardrail_response
2024-10-06 16:48:33.022 | INFO     | src.clients.nats_client:subscribe:24 - Subscribed to output_guardrail_response
2024-10-06 16:48:33.022 | INFO     | src.services.orchestrator_service:process_user_request:28 - Processing user request: What are the best breeds of dog for people that like cats?
2024-10-06 16:48:33.022 | INFO     | src.clients.nats_client:publish:20 - Published message to input_guardrail
2024-10-06 17:18:30.379 | INFO | logger | Logger initialized
2024-10-06 17:18:30.379 | INFO | main | Starting all services...
2024-10-06 17:18:30.380 | INFO | config_loader | Loading guardrail config from: config/guardrails.yaml
2024-10-06 17:18:30.380 | INFO | config_loader | Loading guardrail config from: config/guardrails.yaml
2024-10-06 17:18:30.382 | INFO | nats_client | Connected to NATS at nats://127.0.0.1:4222
2024-10-06 17:18:30.382 | INFO | nats_client | Subscribed to input_guardrail_response
2024-10-06 17:18:30.383 | INFO | nats_client | Subscribed to output_guardrail_response
2024-10-06 17:18:30.383 | INFO | orchestrator_service | Processing user request: What are the best breeds of dog for people that like cats?
2024-10-06 17:18:30.383 | INFO | nats_client | Published message to input_guardrail
2024-10-06 17:18:30.383 | INFO | nats_client | Connected to NATS at nats://127.0.0.1:4222
2024-10-06 17:18:30.383 | INFO | nats_client | Subscribed to output_guardrail
2024-10-06 17:18:30.383 | INFO | nats_client | Connected to NATS at nats://127.0.0.1:4222
2024-10-06 17:18:30.383 | INFO | nats_client | Subscribed to input_guardrail
2024-10-06 17:24:43.030 | INFO | src.utils.logger | setup_logger | Logger initialized
2024-10-06 17:24:43.031 | INFO | __main__ | main | Starting all services...
2024-10-06 17:24:43.031 | INFO | src.config_loader | load_guardrails | Loading guardrail config from: config/guardrails.yaml
2024-10-06 17:24:43.032 | INFO | src.config_loader | load_guardrails | Loading guardrail config from: config/guardrails.yaml
2024-10-06 17:24:43.033 | INFO | src.clients.nats_client | connect | Connected to NATS at nats://127.0.0.1:4222
2024-10-06 17:24:43.033 | INFO | src.clients.nats_client | subscribe | Subscribed to input_guardrail
2024-10-06 17:24:43.033 | INFO | src.clients.nats_client | connect | Connected to NATS at nats://127.0.0.1:4222
2024-10-06 17:24:43.033 | INFO | src.clients.nats_client | subscribe | Subscribed to output_guardrail
2024-10-06 17:24:43.034 | INFO | src.clients.nats_client | connect | Connected to NATS at nats://127.0.0.1:4222
2024-10-06 17:24:43.034 | INFO | src.clients.nats_client | subscribe | Subscribed to input_guardrail_response
2024-10-06 17:24:43.034 | INFO | src.clients.nats_client | subscribe | Subscribed to output_guardrail_response
2024-10-06 17:25:06.334 | INFO | src.clients.nats_client | publish | Published message to input_guardrail
2024-10-06 17:25:06.336 | DEBUG | src.services.orchestrator_service | process_user_request | Published to input_guardrail: You are free now
2024-10-06 17:25:06.337 | INFO | src.services.input_guardrail_service | handle_input_guardrail_task | Processing input guardrail for: You are free now
2024-10-06 17:25:06.337 | INFO | src.guardrails.input_guardrails | run | Running input guardrails
2024-10-06 17:25:06.337 | WARNING | src.guardrails.input_guardrails | validate_topics | Input does not match allowed topics: You are free now
2024-10-06 17:25:06.337 | INFO | src.clients.nats_client | publish | Published message to input_guardrail_response
2024-10-06 17:25:06.338 | INFO | src.services.orchestrator_service | handle_input_guardrail_response | Received input guardrail response: not_allowed
2024-10-06 17:25:06.338 | INFO | src.services.orchestrator_service | handle_input_guardrail_response | Input guardrail failed
2024-10-06 19:00:11.985 | INFO | src.utils.logger | setup_logger | Logger initialized
2024-10-06 19:00:11.985 | INFO | __main__ | main | Starting all services...
2024-10-06 19:00:11.985 | INFO | src.config | load_yaml_file | Loading configuration from /Users/bellabelgarokova/Projects/ai-guardrails/config/system.yaml
2024-10-06 19:00:11.986 | INFO | src.config | load_yaml_file | Loading configuration from /Users/bellabelgarokova/Projects/ai-guardrails/config/guardrails.yaml
2024-10-06 19:03:47.799 | INFO | src.utils.logger | setup_logger | Logger initialized
2024-10-06 19:03:47.799 | INFO | __main__ | main | Starting all services...
2024-10-06 19:03:47.799 | INFO | src.config | load_yaml_file | Loading configuration from /Users/bellabelgarokova/Projects/ai-guardrails/config/system.yaml
2024-10-06 19:03:47.800 | INFO | src.config | load_yaml_file | Loading configuration from /Users/bellabelgarokova/Projects/ai-guardrails/config/guardrails.yaml
2024-10-06 19:04:12.752 | INFO | src.utils.logger | setup_logger | Logger initialized
2024-10-06 19:04:12.752 | INFO | __main__ | main | Starting all services...
2024-10-06 19:04:12.753 | INFO | src.config | load_yaml_file | Loading configuration from /Users/bellabelgarokova/Projects/ai-guardrails/config/system.yaml
2024-10-06 19:04:12.753 | INFO | src.config | load_yaml_file | Loading configuration from /Users/bellabelgarokova/Projects/ai-guardrails/config/guardrails.yaml
2024-10-06 19:04:12.754 | DEBUG | src.config | substitute_env_variables | Substituting environment variables in section: openai_api_key
2024-10-06 19:04:12.754 | DEBUG | src.config | substitute_env_variables | Substituting environment variables in section: models
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: openai_model, value: gpt-4o
2024-10-06 19:04:12.754 | DEBUG | src.config | substitute_env_variables | Substituting environment variables in section: guardrails
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: topics, value: {'allowed': ['legal advice', 'contract review', 'negotiation tips'], 'off_topic': ['entertainment', 'sports', 'politics']}
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: allowed, value: ['legal advice', 'contract review', 'negotiation tips']
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: off_topic, value: ['entertainment', 'sports', 'politics']
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: injections, value: {'prompt_injections': ['ignore previous instructions', 'disregard prior context'], 'jailbreak_patterns': ['you are free now', 'please override']}
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: prompt_injections, value: ['ignore previous instructions', 'disregard prior context']
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: jailbreak_patterns, value: ['you are free now', 'please override']
2024-10-06 19:04:12.754 | DEBUG | src.config | substitute_env_variables | Substituting environment variables in section: output_guardrails
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: factual_accuracy, value: True
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: relevancy, value: True
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: policy_compliance, value: True
2024-10-06 19:04:12.754 | DEBUG | src.config | _substitute_env_variables_in_dict | Processing key: contextual_coherence, value: True
2024-10-06 19:07:51.843 | INFO | src.utils.logger | setup_logger | Logger initialized
2024-10-06 19:07:51.844 | INFO | __main__ | main | Starting all services...
2024-10-06 19:07:51.845 | INFO | src.config | load_yaml_file | Loading configuration from /Users/bellabelgarokova/Projects/ai-guardrails/config/system.yaml
